"pseudo_id","churn_probability","predicted_class"
"cfb0f260bbd8b345ebb474ee8b3a31c3",0.13661453127861,"Yes"
"d02b640435aeeb19734ebd3041caf523",0.569406926631927,"Yes"
"d1ca6a372601fe9c7e69b8524758f7eb",0.0178216341882944,"No"
"d2bedcbfe15ea77c13a13272be47abcc",0.00222239573486149,"No"
"d45193d95b89190f94adf87f9d1708ae",0.0141828963533044,"No"
"daa026f87a34f553164a8b7d87d095e9",0.282288998365402,"Yes"
"db377db012994337e849d93d6fe9e4c8",0.0161710921674967,"No"
"df243b961367b2174f33a26ff9d970db",0.00287933647632599,"No"
"dfbfebca04d0444f52ab783f051fcca9",0.21348349750042,"Yes"
"e0e2dfb741cb21eb041e20ea6520556e",0.447350710630417,"Yes"
"e5de615145f8a831304370c9bb2e4c42",0.104716084897518,"Yes"
"e858f5449697bc5909c5ed72bee136f2",0.0100890919566154,"No"
"ea2607eb559fc1a29cc0985002eb4993",0.144398778676987,"Yes"
"eb4e64f215700197a23a75e72f29beca",0.504769265651703,"Yes"
"ebeaea7e2ddca46b8c609a62d1d6a580",0.0164229776710272,"No"
"ecbee44ff4421f80598cd038ea794911",0.193570494651794,"Yes"
"ed29887940286545ed9f378597b0384b",0.0153789455071092,"No"
"ed369bab3d4dccc70a9bf6fb7da44d9c",0.931520879268646,"Yes"
"ef7a085d2aff92b21d620e7a0ea528b4",0.221256673336029,"Yes"
"f0fa152f4037b954272eee47098ea09c",0.0150456810370088,"No"
"f1aa9be6e2fa120a8ce8e5ef36087e82",0.00295895338058472,"No"
"f2f9a0e15da517768c7965ab94e2a5ab",0.0215106904506683,"No"
"f31db9e7a7c8ce01c0bb89b326001d42",0.121024392545223,"Yes"
"f3c4fc320372b73ee410c2c9d92dee75",0.862750113010406,"Yes"
"f7ee71f90d521575891747c68b7c21eb",0.00449972320348024,"No"
"f944be29c5c1e04626d86a1df02749b0",0.535780966281891,"Yes"
"fa7231abd207f4ad047f08020bb3bcaf",0.0262195635586977,"No"
"fa91b4e6754bdd62e07cf4bbf326e05b",0.0497140921652317,"No"
"fcfd45344b1647471f5ec6194c220c3e",0.278022557497025,"Yes"
"fe3c45af45c15c51b4552c23672cf422",0.0388470254838467,"No"
"fe93224d8d68377945c02f1116cda92a",0.00494470493867993,"No"
"ff4b8b83f5248cb664866cb057c98470",0.0250125844031572,"No"
